COUNTRY,INDICATOR,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4
Oman,Producer price index (PPI),-15.28079052,-28.32788788,-8.951035455,9.7656406,12.21591541,10.03080135,1.776497324,-1.027742114,1.206297089,9.798524939,12.48493975,5.25038834,-3.081948085,1.960710597,3.484570771,-3.909736728,-0.611227803,1.43226227,-1.626333085,-2.242141642,2.0677314,1.935494899,-1.713247719,-0.245753131,-10.9297531,-3.059274641,-14.61786661,0.668556862,-7.973932628,-13.60420819,1.018281507,3.315741309,5.565601358,4.599151307,4.957520599,-2.613539636,0.312514317,12.4513634,5.119418939,4.69674414,-1.03842415,-9.327836566,5.210549653,-1.589640379,-5.391514167,0.673078373,-18.03370345,0.966783909,0.709339603,9.789255722,14.64450692,7.455346149,4.388877457,6.179518458,13.06823608,1.446576135,-6.953051201,-8.052172765,-2.090883225,3.662922516,,,,,
Trinidad and Tobago,Producer price index (PPI),2.209374355,-0.181818182,0.769075086,1.004217714,1.789620203,0.21488572,0.07797271,0.077911959,1.323472168,1.152516327,0.284846183,0.492330998,0.621820237,1.928838951,2.516994305,-0.931899642,-0.10853835,0.742484607,1.402121158,0.073745718,-0.055977084,1.524282169,0.104748603,0.104638995,0.052264808,1.863137733,0.170940171,0.307167235,0.544402858,-0.101522843,0.626693767,0.26931493,0.20144368,1.725582175,-0.098814229,-0.032970656,-0.610158311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,Producer price index (PPI),-5.526134009,-3.339020229,-1.235501765,2.552974215,1.593228778,6.248468513,1.706642066,5.011337868,6.478082488,5.333603731,6.546014632,2.945428262,0.28084957,0.525118152,1.932787742,1.879057055,-1.224010731,1.799354948,2.017675504,0.19614253,0.114192496,4.285481506,4.734375,0.895121587,-0.990684607,-0.761648746,2.663656885,1.934916447,-1.581823411,-1.943308007,2.011622709,1.007887818,-1.373825018,5.425219941,1.363004172,-1.07025247,2.246879334,1.966901791,1.170679792,-1.03879027,-0.425192665,0.266880171,2.515304764,1.194339868,0.974983964,2.070893152,-1.717699776,1.583080041,1.770352824,3.797623423,1.062197569,1.576550274,6.783168544,7.278208441,6.051786431,0.29336614,0.660501982,0.75928009,,,,,,,
Uruguay,Producer price index (PPI),-6.210112099,-1.123529481,1.49644016,3.637343077,1.114149472,-0.852383468,0.387481371,9.431908155,1.260136867,6.091279883,3.64248632,1.194054098,0.604698453,0.313829787,3.353836365,3.534874176,-0.988578083,-0.673139483,-0.105812108,4.872512673,1.695404372,2.816401816,1.287978104,4.550512046,1.296614035,-1.344339623,1.81470454,6.04721653,0.587749844,0.332179377,0.149584156,-0.398295296,-2.825208941,1.890907594,1.151050081,1.91056099,1.167551472,1.281877505,4.825542491,5.394955224,-1.453614135,2.330236887,4.214572537,5.340029639,5.125599862,-0.576934515,3.963268725,1.032885462,-0.615104226,3.736389685,6.739586786,6.376151537,2.60898122,4.489041145,4.771520624,-1.129350109,-8.512665506,-0.02872944,1.3674354,,,,,,
Mauritius,Producer price index (PPI),2.491020365,-5.201385924,-2.312912601,0.101532246,0.511550556,0.736893143,1.738570405,0.641513391,1.265867421,5.181213901,1.081133613,1.070076921,1.892197997,-0.318306138,0.367245665,0.944607636,2.092965802,2.04841118,0.404057088,0.190557314,0.399436201,-0.317669262,0.284794468,-0.051564077,-0.168324591,1.464773635,0.26117088,0.901654567,0.586988156,-1.737378935,0.371058232,0.718484651,1.070038911,0.481231954,0.159642401,0.573796621,0.697305864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo, Republic of",Producer price index (PPI),,,1.685985248,0,0.103626943,0.517598344,0.926879506,3.163265306,2.769535114,1.25120308,-0.66539924,-0.09569378,-0.191570881,0.383877159,1.147227533,1.228733459,1.587301587,2.297794118,-1.796945193,-2.1957914,1.96445276,0.733944954,-0.273224044,1.187214612,2.436823105,0.176211454,0.35180299,-0.262927257,0,-0.527240773,1.060070671,-0.524475524,-0.087873462,0.439753738,-0.350262697,0.439367311,1.049868766,-0.952380952,1.136363636,1.037165082,0.085543199,-0.170940171,0.171232877,0.512820513,-0.595238095,-0.256629598,-1.200686106,1.302083333,0.342759212,,,,,,,,,,,,,,,,
"China, People's Republic of",Producer price index (PPI),,,,,,,1.574483212,0.003963276,3.059494138,2.752181162,1.427212179,0.218886804,-1.154446178,-0.347222222,-0.095026924,-1.743817375,-0.129073895,0.226171244,-1.096067054,-0.749674055,0.197044335,-0.32776139,-0.657678395,-0.49652433,-1.330671989,-2.157788267,-0.758097864,-1.631944444,-1.447229086,4.154727794,1.203576341,0.543662929,2.636025684,2.864669081,-0.28809219,0.866773676,2.259707193,0.809212574,0.061747453,0.925640234,0.48914705,-1.277760876,0.400616333,-0.368324125,0.061614295,-0.708128079,-2.263565891,0.729695431,0.913385827,-3.214731586,3.450499839,2.150872818,3.143118706,-0.236686391,1.542111507,-2.085280374,-0.372844956,,,,,,,,
India,Producer price index (PPI),-5.023600809,-4.969826056,1.045946956,1.109057301,0.621572212,2.688953488,2.79547063,0.929432014,1.466575716,4.974789916,2.433557477,-0.625195374,-0.157282164,2.646502836,0.920810313,0.030413625,0.699300699,0.332125604,-1.594944327,-0.305810398,-0.981595092,-0.619578686,-1.059850374,-0.56710775,-2.122940431,-3.043056005,2.303839733,-2.088772846,-1.866666667,-4.076086957,2.83286119,2.61707989,4.798657718,2.945885367,-1.33748056,-0.157629256,3.631196716,0.365630713,1.032179721,2.193509615,2.381652455,-1.522113728,-0.437445319,-1.230228471,1.631079478,-1.634082288,,,,,,,,,,,,,,,,,,,
Sweden,Producer price index (PPI),0.76489533,0.838993208,-0.832012678,-0.918897323,-0.564516129,1.946472019,-0.715990453,0.761217949,0.715705765,-0.078957758,-0.513630976,0.158856235,-0.118953212,0.754267566,-0.512214342,-1.742574257,-1.128577187,-0.366897676,-1.759410802,1.207830071,0.740740741,0.285947712,0,0.814663951,-0.080808081,0.768297614,-0.040128411,-1.645925331,-0.693877551,-1.233045623,-0.083229297,1.457725948,3.81773399,1.660735469,-0.894593543,-0.431711146,1.813165156,2.477739063,2.455610125,2.359882006,0.396253602,0.968783638,0.071073205,0,0.213068182,-2.055279943,-1.700434153,-1.177769599,1.005586592,3.02359882,4.2591267,6.144867834,3.557567917,5.621486571,7.392075695,3.248898678,1.893333333,-4.030358545,-2.017998364,-0.111327581,0.780161605,-0.138236107,0.664451827,-1.897689769,1.597981497
Bulgaria,Producer price index (PPI),-4.962995211,-6.00091617,-0.097465887,0.341463415,0.875060768,3.614457831,4.511627907,1.201602136,1.539138083,5.760069294,1.392301392,-0.161550889,-0.809061489,3.099510604,0.59335443,1.533621707,0.154918668,-0.928074246,-1.8735363,-0.517104216,-0.319872051,-0.280786201,-0.201126307,0.483675937,-0.441235459,-1.087832393,1.181262729,-2.173913043,-2.139917695,-1.80824222,0.728051392,0.170068027,1.782682513,2.502085071,-0.203417413,1.141459437,1.612253124,0.515668386,1.736385162,0.155159038,1.045701007,0.306630893,1.146350783,0.868908198,0.449438202,-1.118568233,-4.63800905,2.570185844,1.310717039,4.528158295,3.239898071,7.228490832,10.9832292,8.444444444,8.114754098,14.58175385,-4.631671813,-7.724329325,-7.869674185,-0.571273123,0.355677155,-2.753544166,0.36445192,2.793296089,1.358695652
"North Macedonia, Republic of",Producer price index (PPI),-9.389849732,-5.773435126,1.931281934,2.28688907,0.965167118,1.9858681,8.165938865,-1.130399677,2.858309514,7.185391028,1.259259259,-0.365764448,0.367107195,0.585223116,0.436363636,-0.18102824,0.58034095,-0.793364587,-0.763358779,-0.476190476,-0.993743099,-0.594795539,0.486163052,-0.59545962,-1.048296518,-2.043132804,0.695249131,-1.91791331,-1.916308174,-1.754385965,0.487012987,0.605815832,0.883179446,2.904894548,1.082753287,-0.726855394,1.156069364,1.257142857,-0.79006772,-1.023890785,-0.153256705,1.803530315,1.017715793,1.044776119,-0.59084195,0.44576523,-0.961538462,0.858849888,0.592373195,5.263157895,2.727272727,4.186521443,2.613524992,4.202483286,6.202260923,0.258918297,-0.200860832,0.230017251,-0.487664945,-1.498991064,-1.112086626,0.917431193,1.847507331,1.18053556,1.536710302
Austria,Producer price index (PPI),-6.133562625,-3.053435115,-0.188976378,-0.315556958,0.063311174,1.993040177,3.831549879,0.332446809,1.988071571,0.389863548,1.262135922,0.031959092,0.127795527,0.350989151,0.12718601,-0.031756113,0.031766201,-0.317561131,-0.732717426,0,-0.160462131,-0.450016072,-0.258314498,-0.097118809,-0.356448477,-0.74796748,0.262123198,-0.588235294,-0.953320184,-2.854298042,0.27331739,0.408858603,0.814387513,1.009761023,-0.16661113,-0.166889186,1.069876296,0.529275554,0.822639026,0.946475196,0.258648561,-0.483714931,-0.129617628,-0.324464633,-0.065104167,-0.293159609,-1.698791245,0.13293453,0.597411218,2.111514352,2.907915994,3.642072214,5.907300818,-2.917620137,4.301708898,3.898305085,0.897226754,1.697655618,-3.73608903,-1.293696669,0.139431121,-1.893622946,-0.596082884,0.171330668,0.513112885
Greece,Producer price index (PPI),-8.324324324,-3.93081761,1.47299509,1.935483871,1.344936709,2.107728337,2.408256881,-0.447928331,1.94975628,4.119161456,1.660190745,0.451702571,0.657212037,3.951890034,-0.760330579,1.165889407,-1.514652618,0.86927449,-1.524693404,0.807808819,-0.968280467,-0.438300742,1.320690823,-0.334224599,-3.588195842,-3.72173913,2.565028902,-4.402958788,-3.20560059,-4.796345641,3.198720512,0.116234018,2.747678019,3.201506591,-1.678832117,-0.334075724,2.420856611,0.327272727,3.189561435,1.369863014,-1.420651421,-0.597539543,1.272984441,-1.082402235,0.741263678,-3.2235459,-7.820419986,2.670856245,0.459066565,6.169078446,3.766140603,4.182509506,9.654943597,15.79425113,8.753592893,-2.426717924,2.388574243,-6.301106301,-6.673511294,3.795379538,-0.556438792,-0.266453504,-3.90061448,2.502085071,0.32546786
Belgium,Producer price index (PPI),-4.982668977,-5.015959872,1.104176668,1.092117759,0.610615312,2.707749767,2.818181818,0.928381963,1.445466491,4.965457686,2.468120115,-0.642312324,-0.121212121,2.629449838,0.906582578,0,0.703125,0.349107836,-1.584847313,-0.353495679,-0.906582578,-0.676213206,-1.001201442,-0.606796117,-2.116402116,-3.076923077,2.316602317,-2.054507338,-1.926369863,-4.015713662,2.819463392,2.609464839,4.784482759,2.920608803,-1.318944844,-0.121506683,3.649635036,0.352112676,0.974658869,2.239382239,2.379154079,-1.512357064,-0.486891386,-1.204365826,1.676190476,-1.686024728,-5.792682927,2.265372168,2.966772152,5.877833269,4.970972424,5.046664362,8.983218164,9.933574879,6.838780555,3.033419023,1.571856287,-4.077622206,-7.605633803,-0.831485588,-0.167691448,-1.903695409,0.827625571,-0.056609114,1.359388275
Germany,Producer price index (PPI),-1.340282949,-2.188679245,-1.543209877,-0.940438871,0,0.988924051,1.527614571,0.887345679,0.573613767,1.74904943,1.083707025,0.480591497,0.147167035,0.77149155,0.291651476,0.145401672,0.072595281,0,-0.362713094,-0.145613396,-0.109369304,-0.072992701,-0.219138057,0,-0.292825769,-0.146842878,0.367647059,-0.43956044,-0.662251656,-1.074074074,0.112317484,0.411368736,0.670391061,0.998890122,0.146520147,-0.07315289,0.475841874,0.400728597,0.761973875,0.828231905,0.392857143,0,0.177872643,-0.177556818,-0.071149057,0.14239943,-1.244223249,0.07199424,0.467625899,2.470461869,2.341020266,3.448275862,4.95049505,7.106918239,6.429829712,7.172413793,-1.132561133,-1.692267639,-1.032838983,-0.69574525,-0.538938292,-0.298022216,0.298913043,0.189650501,0.405624662
Italy,Producer price index (PPI),-3.692870201,-2.923310554,-0.743058271,0.11820331,0.275482094,1.452119309,1.470019342,0.609988563,-0.037893141,2.19863533,1.632047478,1.094890511,0.252707581,1.548433561,0.886524823,0.808435852,-0.80195258,-0.597539543,-0.31824611,-0.070947144,-0.851970181,-0.179018976,-0.358680057,-0.215982721,-0.685425685,-1.452960407,0.29487652,-0.955531055,-1.038961039,-1.499812523,-0.038066235,1.599390708,-0.037481259,1.424821897,-0.147874307,0.074046649,0.81391047,0.95412844,0.436205016,2.207745204,1.097733711,-0.630472855,-1.163200564,-0.606276748,-0.143523502,-0.934243622,-3.373231774,1.351351351,0.814814815,2.277736958,3.340517241,5.109489051,9.656084656,12.66586248,3.69379015,8.957150232,1.800521204,-6.05073307,-7.629427793,-0.589970501,1.052063663,-3.41697811,-1.022664456,2.178162524,1.612462421
Switzerland,Producer price index (PPI),-0.816696915,-1.067398597,-0.431565968,-0.185758514,-0.310173697,0.217797138,0.465693884,-0.401730532,-0.310269935,0,-0.093370682,-1.214953271,-0.851466414,0.508905852,0.253164557,0.126262626,0.25220681,-0.062893082,0,-0.031466331,-0.220333648,-0.157728707,-0.315955766,-0.190174326,-0.571610035,-0.862344299,-2.319587629,-0.95646438,0.1998002,-0.531738119,0.033411293,-0.100200401,-0.066867268,0,-0.50184008,-0.268997983,0.708024275,0.736524941,0.265869059,0.364600597,-0.066050198,-0.429610046,0.165947561,-0.198807157,-0.398406375,-0.433333333,-0.903916974,-0.168918919,-0.033840948,0.033852404,1.082910321,0.970873786,0.928381963,0.722733246,1.761252446,0.769230769,-0.127226463,0.668789809,0.885795634,-0.094073377,-0.69052103,-0.347661188,0.222010783,0.253164557,-0.441919192
Ireland,Producer price index (PPI),1.271186441,-0.806933652,-0.542332028,-0.060587701,-1.424674144,0.86100861,0.762195122,-0.393343419,-1.093560146,1.443488943,-0.090826521,-0.121212121,0.879854369,1.263157895,-0.594000594,1.254855094,-0.855709649,-0.238095238,0.53699284,-0.148367953,-1.248142645,-1.233824857,0.121876904,0.821667681,1.358285542,2.977963073,1.619433198,-1.138303927,0.834772596,-1.198972309,-1.329095637,-0.585651537,3.24005891,0.570613409,0.822695035,-4.051772651,-4.2228739,3.061849357,1.277480689,0.410677618,-3.213555361,1.750679143,-0.088994364,-0.296912114,-4.258487195,0.217729393,-5.896958411,-2.506596306,-1.792963464,-1.102307957,0.835945664,4.905008636,5.301284162,1.031894934,2.537913959,8.391186236,-5.847953216,-3.401360544,-3.214941825,-0.506168934,1.3354531,0,0.345152181,-1.563477173,3.462515883
Algeria,Producer price index (PPI),0.949251552,0.867992767,0.735030477,0.062288663,1.084926634,1.81226357,0.103689622,0.077686664,0.457133,0.274748862,0.958986215,1.195827326,0.477707006,1.259487864,0.057660626,0.181114679,0.172569644,-0.369155045,-0.386990531,1.05802612,0.335350892,-0.024455857,0.285388128,0.268314497,0.113525787,0.526486311,1.128031585,0.509919528,1.25247721,2.364362327,0.910133843,-0.864029104,-0.04587156,2.126357656,-0.157279808,-0.127522316,0.728556407,2.632167624,0.726532985,0.403923832,0.854885057,0.747916518,0.699943439,0.723162255,0.327617454,0.521086639,1.541332596,-0.09529644,1.171901615,2.821738838,1.519517946,3.103225806,1.714536012,2.928329745,6.813699121,3.390968608,-0.822644369,-1.991814461,-0.528953229,-0.526168486,0.754037477,-0.87126501,0.056341202,,
"Uzbekistan, Republic of",Producer price index (PPI),,,,,,,4.952260767,2.585163677,5.484691326,3.365179995,6.230217802,4.383604916,5.694880063,1.578818677,3.271165964,1.901688084,3.71338329,1.643132254,2.756917748,4.064514042,3.779988224,2.392248794,2.819605609,3.554090317,4.83091062,2.838825496,2.198954745,2.228167947,4.77275796,5.196063406,4.530025862,2.429709243,1.473223657,2.91163549,4.410937032,6.836295195,12.66779449,5.305763337,7.128462267,2.520022985,11.83488367,20.79049119,-0.431046499,8.611966944,8.092281993,1.255280857,1.293347805,3.257123308,1.480809774,1.371522028,2.928464536,2.402010064,4.645043313,3.859060979,5.188441123,3.517897532,3.287954034,3.099310621,0.9038916,0.855606936,9.198466025,2.861215451,5.196461389,2.135895051,2.48522507
"Serbia, Republic of",Producer price index (PPI),1.193860148,1.292134831,3.050471436,1.66846071,0.899947062,4.512067156,4.518072289,3.314121037,3.114830311,4.914337241,3.180060163,0.041649313,-0.166527893,3.127606339,2.304892843,2.134387352,0.503095975,-0.115517905,-0.038550501,0.732741998,-0.45941807,0.615384615,0.344036697,1.257142857,0.188111362,-0.300413068,1.280602637,-0.260319821,-0.633855332,-0.375234522,0.715630885,0.598354525,0.892193309,1.731761238,0.036218761,-1.593048516,1.250919794,-0.181686047,0.982890426,0.86517664,0,-0.536097212,0.934243622,-0.569597722,0.143215181,-0.071505184,-2.039355993,0.584368152,0.254175744,3.368344803,3.889278206,2.529510961,3.355263158,4.010184596,6.303549572,1.698330455,1.217095952,0.083892617,-0.195585359,0.251959686,0.279251606,0.556947925,0.747715314,-0.577240242,0.276472215
Portugal,Producer price index (PPI),-1.459854015,-4.814814815,-2.918287938,1.923847695,1.494298073,-0.232468036,1.203883495,1.688411358,1.320754717,2.271880819,0.837581937,0.613940051,-0.107681263,1.652892562,0,2.014846235,-0.103950104,-0.069372182,-1.318986463,1.055223356,-0.835363731,-0.421200421,-0.740218541,0.603693182,-1.235439463,-0.643316655,0.683453237,-0.46445159,-1.579325197,-1.203501094,0.221483942,1.031307551,0.437477215,1.996370236,-0.24911032,0.035676061,0.570613409,0.744680851,1.020767335,1.358885017,-0.24063252,-0.413507926,0.207612457,-0.587016575,-1.111497048,-0.421496312,-2.892416226,0.653832183,-0.07217611,2.92524377,3.789473684,2.77214334,3.651315789,5.617264361,7.752403846,2.593418851,-0.163087796,-1.306833651,-2.151724138,0.197349873,-0.365785031,0.2824061,0.450577302,1.233529577,-0.996953752
Cyprus,Producer price index (PPI),-0.177556818,-4.411241551,-1.488649051,2.228938421,-0.110864745,0.665926748,2.021315693,1.945244957,-0.494699647,0.177556818,2.375044311,3.531855956,0.501672241,1.797004992,2.386400785,1.021711367,-0.379266751,-1.269035533,-0.835475578,-1.036941024,-1.80091683,-1.26708903,0.40526849,1.143625967,-1.429996674,-2.935222672,-2.25929788,0.60455192,-1.979498056,-3.209520375,-1.005961252,3.123823861,0.328467153,1.127682794,1.007194245,0.142450142,-1.778093883,-0.144822592,2.030456853,3.837953092,0.205338809,-1.707650273,1.28561501,1.440823328,-0.169090294,-0.338753388,-2.617267165,-2.338568935,0.214438885,1.783166904,3.398738612,3.083700441,3.681788297,3.202282815,8.786482335,7.088393109,-0.290084388,0.634752711,-0.341655716,-0.896624473,-0.345928685,-1.70894526,0.407497963,0.811688312,-0.939345142
"Hong Kong Special Administrative Region, People's Republic of China",Producer price index (PPI),0.104712042,-2.405857741,0.214362272,0.106951872,1.816239316,1.783840504,2.06185567,0.606060606,3.012048193,2.339181287,2.761904762,1.112140871,0.183318057,-0.457456542,-1.470588235,0.373134328,0.557620818,1.109057301,-4.296160878,-2.578796562,0.294117647,0.293255132,1.656920078,-0.958772771,-2.129719264,0.890207715,-0.588235294,-2.564102564,-1.012145749,1.431492843,2.620967742,0.785854617,-0.877192982,1.573254671,2.226524685,0.757575758,-1.033834586,1.899335233,2.143522833,-2.828467153,-0.845070423,2.367424242,2.220166512,-2.352941176,-1.019462465,2.528089888,2.191780822,0.089365505,-1.875,1.455868972,3.049327354,-3.394255875,0.09009009,2.700270027,1.489921122,-3.713298791,-0.627802691,3.971119134,0.347222222,-0.692041522,-0.871080139,2.460456942,2.144082333,-0.419815281,-0.168634064
"Slovenia, Republic of",Producer price index (PPI),-1.208459215,-0.535168196,-1.268255188,-0.077851304,0.077911959,0.311405216,1.979045402,0.95129376,0.565397663,2.098950525,1.064610866,0.363240102,0,-0.108577633,0.543478261,0.216216216,0.035958288,-0.035945363,0.035958288,-0.287562904,-0.32444124,-0.253164557,-0.217548949,0.327034884,0.108656284,-0.0723589,0.289645185,-0.722021661,-0.727272727,-0.695970696,-0.073773515,0.147655962,0.479174346,1.137197359,0.435255713,0.216684724,0.540540541,0.931899642,0.390625,0.530597807,-0.21111893,0.458392102,0.105300105,-0.035063114,-0.070150824,-0.07020007,-0.421496312,0.24691358,0.175932442,1.123990165,2.014588399,4.05175349,2.388743455,6.327900288,7.424105801,3.525461668,1.297297297,2.508004269,-0.364393545,-1.044932079,-0.633579725,-0.611052072,-0.160384924,0.133868809,0.026737968
Georgia,Producer price index (PPI),-3.96050195,-3.834882211,-1.580838074,2.091829978,1.984476598,2.58535972,5.281278109,2.902573642,2.92975897,5.683902388,1.771412991,0.478906181,0.670030538,-0.935367892,0.661066497,0.939111632,1.643422538,-1.98022628,-1.489592363,-1.639872941,0.322792078,2.538380658,1.118548364,0.543466956,0.702133584,3.351108362,4.449993277,-0.826081681,-4.00E-04,-0.310536492,-2.345676471,0.10989706,5.043835359,6.619634924,-1.701842324,1.654223124,5.335809972,1.513669213,-0.943095035,0.02427077,3.567560162,1.014218886,0.71239358,5.37004431,1.236924022,2.97520054,3.982980674,0.600611306,5.071459026,5.533102554,4.185529244,0.494623929,7.200678701,4.717667942,1.94416021,-3.140235159,-0.370096225,0.074294205,-2.613214551,-0.228693398,2.078239609,2.619760479,2.698760029,0.965909091,0.647158132
"Netherlands, The",Producer price index (PPI),-9.95697603,-7.406143345,0.516033911,1.650165017,1.046176046,3.026179697,4.493580599,-0.136518771,2.529049897,6.033333333,2.389185791,-0.214921707,-0.215384615,-0.123342584,-0.154368632,0.773036487,-0.184105554,-0.153704273,-1.477832512,0.25,-0.872817955,0,0.220125786,-0.219642297,-3.176100629,-2.955505034,2.878179384,-2.179570592,-2.527435983,-2.524735585,1.960098005,0.720906282,2.181322427,2.701801201,-0.519649237,-0.783545544,1.513655808,0.615883306,1.303875407,0.965319986,-0.637393768,-0.28510335,1.393852752,-0.91646105,0.142298115,-0.603907638,-3.895639743,0.706582373,0.40620384,4.33983082,3.983080719,3.355932203,3.706133158,6.831119545,8.407341622,1.419989077,-1.534733441,-0.328137818,-1.316872428,-0.166805671,-0.779727096,0.449059781,0.754400671,-0.970604548,-0.112013442
Chile,Producer price index (PPI),,,10.14464802,11.22745579,6.290733919,5.12752155,0.79740772,1.735946105,9.787327581,8.306637301,-2.287694974,-0.830081589,-9.197786999,4.687869317,-3.085645477,-1.980223649,1.264953654,0.56329213,-5.616928583,0.533025607,1.369226565,0.70906689,-0.723192863,4.12567655,-0.483834058,-2.976249138,1.256136787,-0.504915402,-1.424970593,-0.896662234,0.340580707,-0.178283677,4.245234415,3.99327864,-0.281975731,3.170871195,3.677014043,-0.73664825,1.876234365,-0.97224262,1.73221807,-0.871770949,1.125347434,-0.680431722,4.734906011,0.731455823,-1.490675282,6.276993018,4.06685407,7.395989313,9.11476844,5.391862097,7.683529859,3.764129283,4.578625987,1.318332553,0.60038955,-5.586826347,-3.625716158,2.092747773,2.561237645,3.907232046,5.964070407,-2.112073066,3.112061425
Slovak Republic,Producer price index (PPI),-2.574389836,-3.84351407,-1.463240542,-0.688156465,0.255288111,-1.018552201,1.984564498,1.153153153,0.071250445,2.313990744,1.73973556,-0.273597811,-0.171467764,0.893163861,0.783112019,0.033783784,0.202634245,-0.505561173,-0.474254743,-0.578624915,-0.753166724,-1.5522594,-0.560616678,-0.775193798,-0.532670455,-1.749375223,0.54505814,-0.614383809,-1.345454545,-2.764467379,-0.454890068,0.190403656,0.760167237,2.074688797,-0.14781966,-0.407105848,0.371609067,1.18474639,0.658616905,1.381315885,0.430261743,0.321313816,0.782918149,-0.282485876,-0.106232295,1.240694789,-2.100840336,-0.214592275,0.17921147,1.323792487,2.93079096,4.631217839,4.983606557,11.24297314,8.22571589,5.291828794,0.12318305,5.684055118,-1.653084983,-0.331439394,-0.712589074,-11.50717703,-0.486618005,1.249660418,-0.482962168
Bosnia and Herzegovina,Producer price index (PPI),2.918739635,3.770544634,2.049689441,2.099817407,-1.371087928,-1.32970686,-3.399693721,-0.602409639,1.531100478,4.869619855,-2.066666667,3.199455412,-0.065963061,-0.759075908,0.332557366,-0.232018561,0.132890365,-0.431320504,0.290135397,-0.771456123,0.388726919,0.096805421,-0.386847195,0.097087379,-1.163918526,-0.392541708,0.295566502,-1.768172888,-0.4,-2.008032129,0.204918033,0.170415815,0.306226608,2.069199457,-0.166168162,0.133155792,2.393617021,0.844155844,0.547327753,0.672430355,0.413486005,-0.285080773,-0.254129606,-0.286624204,-0.063877355,-0.351550016,-0.930083387,-0.129491745,0.518638574,2.031602709,1.725923369,3.121818799,2.566633761,5.806865576,9.763493026,1.767955801,0.895765472,1.802528921,-1.00422833,-1.628403631,-0.054274084,0.380124898,1.298350014,1.068090788,-0.105680317
Senegal,Producer price index (PPI),-0.685602351,0.230111769,0.295178747,-1.438848921,2.322495023,2.107652399,2.699269609,1.144094001,0.764292265,1.911407767,2.85799345,1.881331404,2.130681818,1.863699583,1.146914255,-2.132829374,-1.24137931,-0.810055866,0.450577302,-0.308382394,-1.51856018,0.085665334,0.142653352,0.94017094,-1.608806097,-3.815261044,1.526305758,-1.964394977,-1.032887729,-2.632343811,0.725509919,0.13727892,1.654983975,1.125121262,0.615106407,-0.406123309,-1.08416492,1.051298153,1.894380052,0.227041316,0.848094587,-0.417411919,0.043746358,-0.024479708,0.764496854,1.524372241,0.747384306,-1.734775538,2.436816559,0.071332615,3.395324304,7.687380739,7.459139985,2.820090566,5.030881584,1.184150456,-3.585096688,-0.140069644,0.146120985,-1.432769558,1.29533848,1.177777513,-1.381820958,-0.366682019,1.583181749
Brazil,Producer price index (PPI),0.974313286,-1.65181996,-1.454029304,-1.475713352,0.015101942,1.856168718,3.033519404,2.968087497,4.317458763,2.801136501,0.56714,0.352430145,1.406766294,-0.080329034,2.525108226,4.643826788,0.987607763,0.646530559,0.00499928,1.802300999,2.527383588,1.9950778,-1.14459821,-0.196572359,1.894720123,1.137822719,1.857507426,2.694377131,3.687557493,-0.516875603,-0.589352875,0.042903389,1.286549708,1.147036182,-0.209300556,-0.427105976,4.009804297,1.848442448,4.974692697,5.100564816,-0.108136449,20.87324498,3.234998779,0.128815163,2.541482882,2.555305203,3.610126329,10.69638554,12.41864211,8.849043451,8.679332551,2.168824579,0.692108046,5.53540175,3.20221924,-0.838531547,-2.551599169,-0.385505012,-4.912584229,-2.770728593,1.981319457,-0.532788205,1.079375354,2.10528001,4.374617809
Hungary,Producer price index (PPI),4.392764858,4.851485149,-1.79414542,-2.596153846,0.246791708,1.477104874,4.754973314,1.852709588,-0.500227376,0.594149909,-0.363471149,1.413588691,5.800359712,-0.084997875,0,-1.233517652,-0.258397933,2.245250432,-0.633445946,0.467488313,-1.649746193,1.247311828,-1.189464741,1.24677558,-0.891719745,-1.413881748,1.260321599,0.386266094,-1.325352715,-1.993067591,0.839964633,-0.087680842,0.833698991,1.82767624,0.341880342,-0.511073254,2.61130137,1.12640801,1.815181518,2.066450567,0.317586344,-1.068460625,1.04,0.870942201,1.216640502,0.853043815,-0.192233756,2.118644068,3.093172388,2.707647274,2.493765586,5.283281196,8.781776164,5.037936267,9.621496677,12.54612546,5.456674473,-2.420608483,-5.006827492,0.527072353,-0.095328885,-0.214694656,-0.095625149,2.440775305,4.157907031
